rentalZoneID:ID(RENTAL-ZONE-ID)|name|code|type|city|latitude:float|longtitude:float|poiAirport|poiLongDistanceTrains|poiSuburbanTrains|poiUnderground|:LABEL
401829|Friedrich-Ebert-Straße|FES|stationbased|Stuttgart|48,800970067337290||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401880|Hauptbahnhof|HBF|stationbased|Tübingen|48,515060370238490||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401881|Luxemburger Straße|LUX|stationbased|Köln|50,908364115413150||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401882|Widdersdorfer Straße|WID|stationbased|Köln|50,945260423675530||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401883|Weilburger Strasse 26-28|DB WEI|stationbased|Frankfurt am Main|50,100872440603230||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401884|Hauptmannsreute 136|HAU 136|stationbased|Stuttgart|48,781002286529670||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401885|Hauptmannsreute / Köllestraße|HKÖL|stationbased|Stuttgart|48,778322818619460||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401886|Scheffelstraße|SCHEF|stationbased|Stuttgart|48,777700652574815||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401902|Berrenrather Straße|BER|stationbased|Köln|50,919985281186406||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401903|Unicenter|UNI|stationbased|Köln|50,923218127953930||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401904|Bonner Wall / Bonner Straße|BON|stationbased|Köln|50,916265200487920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401905|Rhöndorfer Straße|RHO|stationbased|Köln|50,915981109375664||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401906|Melchiorstraße|MEL|stationbased|Köln|50,952384747060286||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401909|Parkhaus Alexanderstraße 46|ALEX|stationbased|Stuttgart|48,773058909126796||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401910|Bhf Echterdingen|ECH|stationbased|Stuttgart|48,691997940301455||Nein|Nein|Ja|Nein|STATION;STATIONBASED;ACTIVE
401911|Bahnhof Leinfelden|LEI|stationbased|Stuttgart|48,696668418294670||Nein|Nein|Ja|Nein|STATION;STATIONBASED;ACTIVE
401914|Schwabengalerie|SCHWAB|stationbased|Stuttgart|48,730506696362080||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401923|Robert-Mayer-Straße|ROM|stationbased|Stuttgart|48,793620020930780||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401924|Robert-Mayer-Strasse|RMS|stationbased|Stuttgart|48,796097248231690||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401927|Sedanstraße|SED|stationbased|Köln|50,951383588716050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401931|Schlossstrasse 87|SCHLO|stationbased|Stuttgart|48,775720982038920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401932|Birkenkopf|BIRKE|stationbased|Stuttgart|48,769130944834444||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401933|Osiander|OSIA|stationbased|Stuttgart|48,766712495355020||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401938|Senefelder Strasse 5|SENE|stationbased|Stuttgart|48,770347197044340||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401940|Hbf 1 Köln ( Goldgasse )|Hbf 1 Köln ( Goldgasse )|stationbased|Köln|50,943377770642730||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
401943|Möhringer Straße|MOE|stationbased|Stuttgart|48,759905561332590||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401944|Löffelstraße|LOE|stationbased|Stuttgart|48,747544639907176||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401947|Straussäcker 1|Straus1|stationbased|Stuttgart|48,742493293843590||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401948|Straussäcker (Wohnheim 2)|STR|stationbased|Stuttgart|48,743554543127956||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401950|Stellwerk 60|STW|stationbased|Köln|50,962650233527320||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401951|Vorgebirgstraße|VGS|stationbased|Köln|50,917834434430790||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401952|Innere Kanalstraße|INK|stationbased|Köln|50,959453916363920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401953|Allme|ALL|stationbased|Stuttgart|48,743950737116190||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401954|Pfaffenwaldring|PFA|stationbased|Stuttgart|48,747473896269110||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401955|Allmandring|ALL|stationbased|Stuttgart|48,743950737116190||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401956|Pfaffen|PFA|stationbased|Stuttgart|48,747643680833164||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401957|Studentenhotel Neckarstraße|STU|stationbased|Stuttgart|48,790609017928180||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401959|Bf Köln Messe/Deutz - Ottoplatz|BFD 1|stationbased|Köln|50,940474211933974||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
401969|Camberger Straße 10|DB CAM|stationbased|Frankfurt am Main|50,101853098837100||Nein|Nein|Ja|Nein|STATION;STATIONBASED;ACTIVE
401970|Zahn-Nopper-Straße|ZNS|stationbased|Stuttgart|48,832495903113575||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
401973|Marienplatz|MAR|stationbased|Stuttgart|48,763657445314145||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401974|Wunderlichstrasse|WUND|stationbased|Stuttgart|48,790842271096400||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401975|Rotenbergstraße|RBS|stationbased|Stuttgart|48,787859376125860||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401978|Fichtner|FICHT|stationbased|Stuttgart|48,805065130779056||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401979|Bonner Wall / Zugweg|BOZ|stationbased|Köln|50,916640603940500||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401980|Rotenwald|ROTENW|stationbased|Stuttgart|48,772302331438230||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401981|Botnanger Str|BOTN|stationbased|Stuttgart|48,775576038807510||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401982|Herdweg|HERD|stationbased|Stuttgart|48,786034297708376||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
401986|Geisbergstraße|GEIS|stationbased|Berlin|52,497250340205596||Nein|Nein|Nein|Ja|STATION;STATIONBASED;INACTIVE
401988|Annastraße|ANN|stationbased|Köln|50,904945871695310||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402024|Lothringer Straße|LOT|stationbased|Köln|50,923204601866395||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402051|Großgartacher Straße 5|GGA|stationbased|Heilbronn|49,140842611728180||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402088|Gerhard-Winkler-Hof|GWH|stationbased|Köln|50,938865176990056||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402089|Severinswall|SEV|stationbased|Köln|50,923461596857350||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402090|Subbelrather Straße|SUB|stationbased|Köln|50,952614545763630||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402091|Großgartacher Straße|GGT|stationbased|Heilbronn|||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402092|Bahnhof Süd / Dasselstraße|BFS|stationbased|Köln|50,929568191726210||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402093|Zahn-Notter-Strasse|ZAHN|stationbased|Stuttgart|48,832488840721396||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402097|Aachener Weiher|AAC|stationbased|Köln|50,936796335959410||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402100|MINI E am HBF|HBF MINI E|stationbased|Berlin|52,524785934724570||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402103|Fridolinstraße|FRI|stationbased|Köln|50,954223104872575||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402113|Gutshaus Stellshagen|GH|stationbased|Stellshagen|53,946567744483130||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402162|Ölbergstraße|OEL|stationbased|Köln|50,910907761796520||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402163|Schönhauser Straße|SCH|stationbased|Köln|50,912030710384340||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402164|Moselstraße|MOS|stationbased|Köln|50,926822690117100||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402211|Mauritiuswall|MAW|stationbased|Köln|50,930710975911900||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402212|Palanterstraße|PAL|stationbased|Stuttgart|50,922622976381740||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402213|Palanterstraße|PAL|stationbased|Köln|50,922541818759285||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402214|Achterstraße 81|ACH81|stationbased|Köln|50,928438904032820||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402215|Bonner Straße / Veledastraße|BOV|stationbased|Köln|50,917834434430790||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402216|Vogteistraße|VEI|stationbased|Köln|50,947072024988380||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402218|Diesterwegstraße|DIEST|stationbased|Berlin|52,542863717468490||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402230|Klotzstrasse|KLOTZ|stationbased|Stuttgart|48,796487727251810||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402231|Isoldestraße|ISOLDE|stationbased|Berlin|52,476066169246990||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402235|Burgstallstraße 76-82|BURG|stationbased|Stuttgart|48,756705099505790||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402268|Hauptbahnhof C Berlin|Hbf C Berlin|stationbased|Berlin|52,524398000000000||Nein|Ja|Ja|Ja|STATION;STATIONBASED;ACTIVE
402270|Relexa Waldhotel |RELEXA|stationbased|Stuttgart|48,754363859067560||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402278|Dasselstraße 24|DAS24|stationbased|Köln|50,930521640827635||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402279|Lindenthalgürtel|LIN|stationbased|Köln|50,927194627164120||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402280|Schleiermacherstraße|SLM|stationbased|Köln|50,959094063504220||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402281|Wexstraße|WEX|stationbased|Berlin|52,478977351541740||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402286|DB-Trainingszentrum|DB-TRAINING|stationbased|Regensburg|49,012140163127896||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402289|Düsseldorfer Straße|DÜSS|stationbased|Berlin|52,495153611289260||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402292|Parkraumquartier Monumentenbrücke|PR MONU|parkingarea|Berlin|52,487944934743446||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402297|Frankfurt (Main) HBF-Elektro|DB HBF|stationbased|Frankfurt am Main|50,107172389832040||Nein|Ja|Nein|Nein|STATION;STATIONBASED;ACTIVE
402298|Klingenstraße|KLI|stationbased|Stuttgart|48,777182764162454||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402306|Bielefelder Straße|BIEL|stationbased|Berlin|52,490086103627355||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402307|Wilhelmsaue|WILH|stationbased|Berlin|52,485114381427720||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402312|BvS_DB_Parkhaus|BvS|stationbased|Kassel|||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402316|Hansaring|HAN|stationbased|Köln|50,949343186595140||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402317|Neusser Straße 225|NEU|stationbased|Köln|50,962292094762960||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402321|Feuerbacher Weg|FEU|stationbased|Stuttgart|48,800883498539270||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402322|Freibad|Freibad|stationbased|Stuttgart|48,727675913839580||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402323|ELEKTRO Hamburger Bahnhof|ELEKTRO - HAM|stationbased|Berlin|52,527436068010770||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402326|Wismarsche Straße|WIS|stationbased|Schwerin|53,653210185270510||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402331|Europäisches Energie Forum - Gasometer Berlin-Schöneberg|EUREF|stationbased|Berlin|52,481821367759544||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402333|Sudermanplatz|SUD|stationbased|Köln|50,951681826326190||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402334|Am Trutzenberg|ATB|stationbased|Köln|50,927698428058330||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402335|Alteburger Straße|ABS|stationbased|Köln|50,909301086435210||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402338|InterCityHotel am ICE Bahnhof Wilhelmshöhe|ICE|stationbased|Kassel|51,312870344836110||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
402339|Rothgerberbach|ROT|stationbased|Köln|50,930481068923570||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402341|Neckarstraße|BRUHN|stationbased|Stuttgart|48,793722504942245||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402344|Sommerkamp|SKAMP|stationbased|Hamburg|53,617373389879790||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402346|Tübinger Straße|TÜB|stationbased|Stuttgart|48,771144462667160||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402377|Mülheimer Freiheit|MFR|stationbased|Köln|50,965549028705055||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402384|Merowingerstraße|MER|stationbased|Köln|50,920364036357380||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402435|Hagen Campus|HAG|stationbased|Köln|50,930945141909490||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402442|Am Studio|AMS|stationbased|Berlin|52,426553138174950||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402459|MINI E am EUREF-Campus|EUREF MINI E|stationbased|Berlin|52,482237908404060||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402462|Scandic Hotel|SCA|stationbased|Berlin|52,504460756801480||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402464|The Ritz-Carlton|RITZ|stationbased|Berlin|52,509990227446885||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402481|Dasselstraße 39|DAS39|stationbased|Köln|50,929574953845380||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402520|Zülpicher Wall 50|ZUW50|stationbased|Köln|50,929547905362780||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402545|Moltkestraße|MOL|stationbased|Köln|50,937256086365170||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402546|IKEA|IKEA|stationbased|Berlin|52,534471852912920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402667|Sredzkistraße|SRE|stationbased|Berlin|52,537989322666580||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402671|Heinrich-Roller-Straße|HRS|stationbased|Berlin|52,530903519393405||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402672|Kanzowstraße|KAN|stationbased|Berlin|52,545007105295284||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402673|U-Bahnhof Senefelder Platz|SEN|stationbased|Berlin|52,531661590186240||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402674|Christinenstraße|CHR|stationbased|Berlin|52,531388124911125||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402675|Kollwitzstraße|KOLL|stationbased|Berlin|52,536771455129376||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402676|Winsstraße|WIN|stationbased|Berlin|52,536091947038990||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402677|Danziger Straße|DANZ|stationbased|Berlin|52,536625439271960||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402678|Kolmarer Straße|KOLM|stationbased|Berlin|52,533959544848244||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402679|Marienburger Straße|MARIE|stationbased|Berlin|52,533238387698620||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402680|Wörther Straße|WÖR|stationbased|Berlin|52,535775437879890||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402689|Pasteurstraße|PAST|stationbased|Berlin|52,533620178253170||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402690|Buchholzer Straße|BUHO|stationbased|Berlin|52,545068273503100||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402691|Lychener Straße|LYCH|stationbased|Berlin|52,541114185216050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402692|Topsstraße|TOP|stationbased|Berlin|52,542706303202050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402693|Dunckerstraße|DUN|stationbased|Berlin|52,542181856780070||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402694|Kopenhagener Straße ggü. Rhinower Str.|KOP|stationbased|Berlin|52,548983677005600||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402695|Oderberger Straße|ODER|stationbased|Berlin|52,540393961236540||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402696|Sonnenburger Straße|SONN|stationbased|Berlin|52,547333068335085||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402697|Stargarder Straße|STAR|stationbased|Berlin|52,546734462698110||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402698|Driesener Straße|DRIE|stationbased|Berlin|52,551074576329015||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402700|Gehringstraße|GEH|stationbased|Berlin|52,562333057734580||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402701|Pfarrer-Perabo-Platz 2|DB PPP|stationbased|Frankfurt am Main|50,098420707189010||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402716|Parkraumquartier Akademieviertel|PRAK|parkingarea|München|48,152700000000000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402726|Parkraumquartier Klinikviertel|PRKL|parkingarea|München|48,138125523294000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402727|Parkraumquartier Grillparzerstraße|PRGR|parkingarea|München|48,136608246071000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402728|Parkraumquartier Kirchenstraße|PRKI|parkingarea|München|48,133213104928000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402729|Parkraumquartier Franzosenviertel|PRFV|parkingarea|München|48,130400198987000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402730|Parkraumquartier Franziskanerstraße|PRFS|parkingarea|München|48,126837317843000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402731|Parkraumquartier Regerplatz|PRRP|parkingarea|München|48,123243128309000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402732|Parkraumquartier Nördliche Au|PRNA|parkingarea|München|48,127283167084000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402733|Parkraumquartier Südliche Au|PRSA|parkingarea|München|48,122174493163000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402734|Parkraumquartier Alter Südfriedhof|PRAS|parkingarea|München|48,129859560898000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402735|Parkraumquartier Dreimühlenviertel|PRDR|parkingarea|München|48,121960328660000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402736|Parkraumquartier Gärtnerplatz|PRGP|parkingarea|München|48,132249336117000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402737|Parkraumquartier Glockenbachviertel|PRGL|parkingarea|München|48,128106416958000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402738|Parkraumquartier Innenstadtklinikum|PRIK|parkingarea|München|48,133106007897000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402739|Parkraumquartier Lindwurmstraße|PRLI|parkingarea|München|48,126216121109000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402740|Parkraumquartier St.-Pauls-Viertel|PRSP|parkingarea|München|48,137095775202000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402741|Parkraumquartier Nördliches Lehel|PRNL|parkingarea|München|48,146036547527000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402742|Parkraumquartier Mittleres Lehel|PRML|parkingarea|München|48,139740488528000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402743|Parkraumquartier Südliches Lehel|PRSL|parkingarea|München|48,135784058220000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402744|Parkraumquartier Giselastraße|PRGI|parkingarea|München|48,153679626523000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402745|Parkraumquartier Karolinenplatz|PRKA|parkingarea|München|48,143450014596000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402746|Parkraumquartier Königsplatz|PRKP|parkingarea|München|48,145433656642000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402747|Parkraumquartier Pinakotheken|PRPI|parkingarea|München|48,147305116919000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402748|Parkraumquartier Schleißheimer Straße|PRSC|parkingarea|München|48,153770223251000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402749|Parkraumquartier Schönfeldviertel|PRSF|parkingarea|München|48,148009295107000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402750|Parkraumquartier TU-Viertel|PRTU|parkingarea|München|48,151951110144000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402751|Parkraumquartier Borstei|PRBO|parkingarea|München|48,169401761569000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
402752|Parkraumquartier Albrechtstraße|PRAL|parkingarea|München|48,152522398264000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402753|Parkraumquartier St.-Benno-Viertel|PRSB|parkingarea|München|48,151209788390000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402754|Parkraumquartier Heßstraße|PRHE|parkingarea|München|48,158162829872000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402755|Parkraumquartier Kasernenviertel|PRKV|parkingarea|München|48,154968833199000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402756|Parkraumquartier Ebenau|PREB|parkingarea|München|48,161483501790000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402757|Parkraumquartier Volkartstraße|PRVO|parkingarea|München|48,158369109068000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402758|Parkraumquartier St.-Vinzenz-Viertel|PRSV|parkingarea|München|48,147789692125000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402759|Parkraumquartier Marsfeld|PRMA|parkingarea|München|48,145932866871000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402760|Parkraumquartier Altschwabing|PRAT|parkingarea|München|48,161648011185000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402761|Parkraumquartier Barbarastraße|PRBA|parkingarea|München|48,159448529066000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402762|Parkraumquartier Bayernplatz|PRBY|parkingarea|München|48,163573929460000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402763|Parkraumquartier Biederstein|PRBI|parkingarea|München|48,168712988385000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
402764|Parkraumquartier Clemensstraße|PRCL|parkingarea|München|48,165263130805000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402765|Parkraumquartier Kölner Platz|PRKÖ|parkingarea|München|48,168791234553000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402766|Parkraumquartier Lerchenauer Straße|PRLE|parkingarea|München|48,172351673807000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402767|Parkraumquartier Potsdamer Straße|PRPO|parkingarea|München|48,167529440765000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402768|Parkraumquartier Schwabing-Mitte|PRSM|parkingarea|München|48,160272256677000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402769|Parkraumquartier West Schwabing|PRWS|parkingarea|München|48,158498837914000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402770|Parkraumquartier Tristanstraße|PRTR|parkingarea|München|48,173988251321000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402771|Parkraumquartier Winzererstraße|PRWI|parkingarea|München|48,164611926966000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402772|Parkraumquartier Ridlerstraße|PRRI|parkingarea|München|48,132563884051000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402773|Parkraumquartier Schwanthalerhöhe|PRSH|parkingarea|München|48,138125284965000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402774|Parkraumquartier Theresienhöhe|PRTH|parkingarea|München|48,136874334604000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402775|Parkraumquartier Westend|PRWE|parkingarea|München|48,137973355824000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
