rentalZoneID:ID(RENTAL-ZONE-ID)|name|code|type|city|latitude:float|longtitude:float|poiAirport|poiLongDistanceTrains|poiSuburbanTrains|poiUnderground|:LABEL
406018|P&R-Platz Büschdorf|E-Büsch|stationbased|Halle|51,479010279826790||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
406067|Hbf Garmisch-Partenkirchen|Hbf Garmisch-Partenkirchen|stationbased|Garmisch-Partenkirchen|47,491671929988170||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
406074|Bornknechtstraße|E-BORN|stationbased|Halle|51,480643044896816||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
406137|DKB Herzbergstraße|DKB-Herzberg|stationbased|Berlin|52,523323723775140||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
406178|INTEROP|INTEROP|stationbased|DB Ein-/Aussteuerung|51,151786101430370||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
406229|Parkraumquartier Brunnenviertel|PR BRUNNEN|parkingarea|Berlin|52,544945492621000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
406256|Parkraumquartier Charitestraße|PR CH|parkingarea|Berlin|52,522984274986435||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
406277|Hbf Gelsenkirchen|Hbf Gelsenkirchen|stationbased|Gelsenkirchen|51,504366558180010||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
406327|Parkraumquartier Bergmannkiez|PR BERG|parkingarea|Berlin|52,491118614672000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
406429|Hbf 4 Mannheim|Hbf 4 Mannheim Parkhaus P2|stationbased|Mannheim|49,478551380354190||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
