vehicleID:ID(VEHICLE-ID)|modelName|modelDetails|vin|registrationPlate|kw:long|fuelType|ownershipType|company|companyGroup|:LABEL
151360|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKCW599274|B-R 1358|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
160154|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM15283|F-R 7356|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
163405|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK32459|F-R 8816|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156673|Aygo|1,0 Super 50kW 3-türig|JTDJG10C90N755683|F-R 8555|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
157063|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW539664|F-R 8688|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
151361|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKCW599275|B-R 1366|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
160158|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM15287|F-R 7352|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
163412|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26191|F-R 7526|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
161335|Corsa|1.3 Diesel 70kW NAVI|W0L0SDL68E4286110|F-R 8209|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
156508|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKDW671164|F-R 8466|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
167774|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFD68533|F-R 7548|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
168026|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK22449|F-R 9008|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157192|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEY83691|F-R 8729|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160166|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM17200|F-R 7338|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
161337|Corsa|1.3 Diesel 70kW NAVI|W0L0SDL68E4285724|F-R 8779|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
156765|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEL57417|F-R 7087|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157184|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEY83694|F-R 8734|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
168039|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK22439|F-R 7495|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
153186|C-Klasse|200 Diesel 100kW NAVI|WDD2042011F856923|F-R 8229|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
161358|Corsa|1.3 Diesel 70KW NAVI|W0L0SDL68E4286039|F-R 9105|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
163418|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26175|F-R 7518|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156562|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW677061|F-R 8479|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
169107|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFE35940|F-R 9115|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
153197|C-Klasse|200 Diesel 100kW NAVI|WDD2042011F842635|F-R 8221|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
161363|Corsa|1.3 Diesel 70KW NAVI|W0L0SDL68E4285924|F-R 7157|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
167567|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FK18357|F-R 7476|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156564|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW685948|F-R 8480|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156574|Aygo|1.0 Super 50kW 3-türig|JTDJG10C80N750796|F-R 8491|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
157191|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEY83692|F-R 8730|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170239|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFE35941|F-R 9128|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
154727|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW593630|F-R 8300|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
160230|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW641865|F-R 7108|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
153192|C-Klasse|200 Diesel 100kW NAVI|WDD2042011F848391|F-R 8230|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
156810|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL16944|F-R 8616|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156811|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL16945|F-R 8617|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157330|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW568943|F-R 7159|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
170278|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FE23172|F-R 9136|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
154785|500|New 500 ELEKTRO|ZFA31200000753898|F-KT 4103|17|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;STROM
161393|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW663552|F-R 7801|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
167723|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFK22431|F-R 7066|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157514|C-Klasse|200 Diesel 100kW NAVI|WDD2042011G060036|F-R 8138|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
170284|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFL56787|F-R 9191|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170422|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFS12936|F-R 9286|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
154798|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDDG42018|F-R 8350|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
161502|Astra|1,6 Diesel 81kW NAVI|W0LPD8E67F8002464|F-R 5178|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
154644|DS3|1,6 Diesel 66kW NAVI|VF7SA9HPKDW581620|F-R 8140|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
167760|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFK24317|F-R 7511|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157516|C-Klasse|200 Diesel 100kW NAVI|WDD2042011G068189|F-R 8137|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
170516|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFS18506|F-R 9314|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
155940|Focus|1,6 Diesel 85kW NAVI |WF0LXXGCBLDC63244|F-R 8359|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
161602|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDEP56355|F-R 7563|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160231|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW645517|F-R 7109|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156960|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL08606|F-R 5117|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156633|Aygo|1,0 Super 50kW 3-türig|JTDJG10CX0N750850|F-R 8549|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
157328|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW567953|F-R 7155|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156303|C-Klasse|200 Diesel 100kW NAVI  |WDD2042011F995522|F-R 8461|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
154670|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW591813|F-R 8076|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
155967|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLDC63238|F-R 8372|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160239|DS3|1,6 Diesel 68kW NAVI Automatik|VF7SA9HP8EW644584|F-R 7675|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
167771|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFD68543|F-R 7558|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
157810|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZCU900778|F-KT 4139|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
156674|Aygo|1,0 Super 50kW 3-türig|JTDJG10CX0N755580|F-R 8556|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
163391|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK22440|F-R 8131|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156304|C-Klasse|200 Diesel 100kW NAVI  |WDD2042011F999624|F-R 8462|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
161338|Corsa|1.3 Diesel 70kW NAVI|W0L0SDL68E4286127|F-R 8775|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
167781|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFD68526|F-R 7544|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
159853|Focus|1,6 Diesel 85kW NAVI |WF0LXXGCBLEJ74394|F-R 7243|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
163406|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26186|F-R 8818|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170552|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FY77994|F-R 9325|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
155997|C-Zero|ELEKTRO 35kW OHNE NAVI Automatik 4-Sitzer |VF71NZKYZDU900325|F-R 8045|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
161379|Corsa|1.3 Diesel 70kW NAVI|W0L0SDL68E4285811|F-R 8750|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
156963|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL08609|F-R 5120|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156971|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW532991|F-R 8682|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156771|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW516521|F-R 8594|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
159863|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDET37441|F-R 7228|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170601|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFJ60518|F-R 9294|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156218|T5|2,0 Diesel 75kW Kasten|WV1ZZZ7HZEH045759|F-R 2347|75|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;VW;DIESEL
168027|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK24312|F-R 7509|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156825|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL16959|F-R 8624|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
159861|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDET37444|F-R 7226|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
159866|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDET31857|F-R 7242|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156362|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW652617|F-R 8440|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
161390|Corsa|1.3 Diesel 70kW NAVI|W0L0SDL68E4286081|F-R 8739|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
168033|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK22452|F-R 7502|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156878|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEL57401|F-R 7078|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
163411|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26193|F-R 7527|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170603|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFJ60521|F-R 9292|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
171806|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FJ77783|F-R 9408|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156557|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW674971|F-R 8469|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156263|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW649642|F-R 8434|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
168062|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FK18375|F-R 7486|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156934|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW530012|F-R 8646|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
159872|Leaf|ACENTA 80kW NAVI Automatk|SJNFAAZE0U6014419|F-R 7292|80|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;NISSAN;STROM
160102|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEM23800|F-R 7298|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156678|Aygo|1,0 Super 50kW 3-türig|JTDJG10C70N750921|F-R 8562|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
163409|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK32467|F-R 7540|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156973|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW532989|F-R 8684|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156939|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW532992|F-R 8648|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
160141|Ka|1,2 Benzin 51kW|WF0UXXLTRUEU86598|F-R 7388|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
171817|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FJ77794|F-R 9406|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156300|C-Klasse|200 Diesel 100kW NAVI  |WDD2042011F981341|F-R 8464|100|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
169102|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FE23186|F-R 9123|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170244|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FE34321|F-R 9143|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156942|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEL08619|F-R 5110|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160143|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM20888|F-R 7326|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
171836|Vito|116 Diesel 120kW NAVI 3-Sitzer|WDF44760513088653|F-R 9432|120|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
156682|Aygo|1,0 Super 50kW 3-türig|JTDJG10C50N755633|F-R 8568|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
163416|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26184|F-R 7857|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156985|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEL57431|F-R 8662|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
163414|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK22442|F-R 7048|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160145|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM20885|F-R 7329|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
172236|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FM58512|F-R 7432|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156366|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW652622|F-R 8444|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
157062|DS3|1,6 Diesel 68kW NAVI|VF7SA9HPKEW539665|F-R 8689|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
156979|Focus|1,6 Diesel 85kW NAVI|WF0LXXGCBLEL57427|F-R 8661|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160148|Ka|1,2 Benzin 51kW|WF0UXXLTRUEU86600|F-R 7386|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
172240|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FM58131|F-R 7122|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156684|Aygo|1,0 Super 50kW 3-türig|JTDJG10C50N755647|F-R 8571|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;TOYOTA;SUPER (BENZIN)
156572|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW677060|F-R 8488|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
163421|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFK26183|F-R 7522|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170270|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FE34319|F-R 9139|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160173|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM17202|F-R 7331|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
172251|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FM57852|F-R 7365|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
156573|DS3|1,6 Diesel 68kW NAVI |VF7SA9HPKDW687379|F-R 8489|68|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;DIESEL
167566|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDFK22451|F-R 8819|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
170283|Fiesta|1,6 Diesel 70KW NAVI|WF0DXXGAKDFL56789|F-R 9076|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
160178|Fiesta|1,6 Diesel 70kW NAVI|WF0DXXGAKDEM15291|F-R 7362|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
172253|Focus|1,5 Diesel 88kW NAVI|WF06XXGCC6FM57845|F-R 7363|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
