vehicleID:ID(VEHICLE-ID)|modelName|modelDetails|vin|registrationPlate|kw:long|fuelType|ownershipType|company|companyGroup|:LABEL
143031|Transit|2,2 Diesel 63kW !! kein Radio !!|WF0XXXBDFX8R74238|F-R 8018|63|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
146501|E-Smart|E-Smart 30 kW|WME4513911K386156|B-SB 4460|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147314|Focus|1,6 Diesel 80kW NAVI|WF0SXXGCDSAA82712|F-R 8794|80|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147382|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35B2057645|F-R 8829|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147392|E-Smart|E-Smart 30 kW|WME4513911K448772|HH-EM 3019|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147388|E-Smart|E-Smart 30 kW|WME4513911K451623|HH-EM 3017|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147983|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBD83978|F-R 8719|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147310|Focus|1,6 Diesel 80kW NAVI|WF0SXXGCDSAA82693|F-R 8758|80|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
146503|E-Smart|E-Smart 30 kW|WME4513911K385672|B-SB 4463|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147393|E-Smart|E-Smart 30 kW|WME4513911K448700|HH-EM 3020|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147986|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83981|F-R 8667|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147442|Astra|1.7 Diesel 81kW NAVI|W0L0AHL35B2058916|F-R 8976|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147390|E-Smart|E-Smart 30 KW|WME4513911K451348|HH-EM 3016|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
146502|E-Smart|E-Smart 30 kW |WME4513911K385903|B-SB 4464|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147120|C-Zero|ELEKTRO 35kW Automatik 4-Sitzer|VF71NZKZZBU900201|F-R 8006|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
147987|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83982|F-R 8987|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147945|Mondeo|2,0 Diesel 85KW NAVI|WF0GXXGBBGBC48366|F-R 8990|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147447|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35B2059009|F-R 8840|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147954|Fiesta|1,6 Diesel 70kW|WF0JXXGAJJBD83966|F-R 8081|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148005|Vito|116 Diesel 120kW NAVI 9-Sitzer ! Ausbau der Sitze nicht erwünscht !|WDF63970313649798|F-R 8003|120|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MERCEDES;DIESEL
147993|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48384|F-R 8604|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
146243|iOn|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF31NZKZZBU802938|F-DB 602|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;PEUGEOT;STROM
147051|Caddy|1.6 Diesel 75kW|WV1ZZZ2KZBX243178|F-R 5046|75|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;VW;DIESEL
146498|E-Smart|E-Smart 30 kW|WME4513911K384024|B-SB 4462|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
146272|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35A2117909|F-R 8541|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
146233|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35A2118267|F-R 8478|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147331|Focus|1,6 Diesel 80kW NAVi|WF0SXXGCDSAA82707|F-R 8778|80|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147994|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48385|F-R 8993|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
146236|E-Smart|E-Smart 30 kW|WME4513911K381722|B-SB 4461|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147426|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35B2058731|F-R 8833|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147063|Caddy|1.6 Diesel 75kW|WV1ZZZ2KZBX243354|F-R 5063|75|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;VW;DIESEL
148072|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48374|F-R 8557|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147959|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48382|F-R 8073|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148080|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD85728|F-R 8139|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
146529|107|1,0 Super 50kW NAVI|VF3PNCFAC88465489|F-R 2567|50|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;PEUGEOT;SUPER (BENZIN)
147966|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83971|F-R 8091|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148233|500|1,2 Benzin 51kW|ZFA31200000618919|F-R 8282|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148251|500|1,2 Benzin 51kW|ZFA31200000686493|F-R 8518|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148252|500|1,2 Benzin 51kW|ZFA31200000580551|F-R 8537|74|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148228|500|1,2 Benzin 51kW|ZFA31200000618643|F-R 8250|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
147391|E-Smart|E-Smart 30 kW|WME4513911K453734|HH-EM 3018|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
147944|Mondeo|2,0 Diesel 85KW NAVI|WF0GXXGBBGBC48365|F-R 8124|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147917|Mondeo|2,0 Diesel 85kW NAVI |WF0GXXGBBGBC48359|F-R 8121|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147964|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83969|F-R 8084|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148273|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29616|F-R 8798|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147967|Fiesta|1,6 Diesel 70kW NAVi|WF0JXXGAJJBD83972|F-R 8107|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147918|Mondeo|2,0 Diesel 85kW NAVI |WF0GXXGBBGBC48360|F-R 8122|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148079|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD85727|F-R 8138|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148653|Ka|1,2 Super 51kW|WF0UXXLTRUBS04277|F-R 9068|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
146273|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35A2120406|F-R 8532|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
148307|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZBU901199|F-DB 9018|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
148076|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD85720|F-R 8133|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147965|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83970|F-R 8085|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148231|500|1,2 Benzin 51kW|ZFA31200000618783|F-R 8257|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148282|Fiesta|1,6 Diesel 70kW NAvI|WF0JXXGAJJBE29620|F-R 8860|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148219|500|1,2 Benzin 51kW|ZFA31200000618782|F-R 8209|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
147328|Focus|1,6 Diesel 80kW NAVI|WF0SXXGCDSAA82704|F-R 8777|80|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147980|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBD83975|F-R 8810|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148008|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48376|F-R 8077|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148227|500|1,2 Benzin 51kW|ZFA31200000618626|F-R 8239|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148221|i-Miev|ELEKTRO 35kW Automatik 4-Sitzer |JMBLDHA3WBU000341|F-R 8009|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MITSUBISHI;STROM
148657|Ka|1,2 Super 51kW|WF0UXXLTRUBS04281|F-R 9073|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148618|Ka|1,2 Super 51kW|WF0UXXLTRUBS04282|F-R 9075|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148232|500|1,2 Benzin 51kW|ZFA31200000618723|F-R 8271|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148241|500|1,2 Benzin 51kW|ZFA31200000631039|F-R 8371|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148237|500|1,2 Benzin 51kW|ZFA31200000618893|F-R 8325|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148297|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZBU900712|F-DB 8989|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
147385|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35B2058678|F-R 8815|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
148248|500|1,2 Benzin 51kW|ZFA31200000623445|F-R 8505|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148249|500|1,2 Benzin 51kW|ZFA31200000624782|F-R 8509|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148067|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD85723|F-R 8135|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148230|500|1,2 Benzin 51kW|ZFA31200000618065|F-R 8253|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
147982|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBD83977|F-R 8666|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148305|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZBU901194|F-DB 588 E|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
147849|Focus|1,6 Diesel 80kW NAVI|WF0SXXGCDSAA79093|F-R 8975|80|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148270|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29614|F-R 8837|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148244|500|1,2 Benzin 51kW|ZFA31200000630305|F-R 8457|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148238|500|1,2 Benzin 51kW|ZFA31200000628740|F-R 8335|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
147984|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBD83979|F-R 8986|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148666|Ka|1,2 Super 51kW|WF0UXXLTRUBS04291|F-R 9086|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148283|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29621|F-R 8784|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
147251|Astra|1,7 Diesel 81kW NAVI|W0L0AHL35B2058955|F-R 8741|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
148299|C-Zero|ELEKTRO 35kW Automatik 4-Sitzer|VF71NZKZZBU900513|F-DB 8983|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
147999|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBD83988|F-R 8988|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148675|Ka|1,2 Super 51kW|WF0UXXLTRUBY03722|F-R 7033|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148694|Ka|1,2 Super 51kW|WF0UXXLTRUBY03694|F-R 9113|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
147943|Mondeo|2,0 Diesel 85KW NAVI|WF0GXXGBBGBC48364|F-R 8131|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148284|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBE29622|F-R 8055|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148191|500|0,9 Super 63kW NAVI|ZFA31200000574465|F-R 8520|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148272|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29615|F-R 8792|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148302|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZBU900433|F-DB 585|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
148781|Astra|1,7 Diesel 81kW NAVI|W0LPC8EG9B8127620|F-R 7055|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147962|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83967|F-R 8082|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148689|Ka|1,2 Benzin 51kW|WF0UXXLTRUBY03707|F-R 7034|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148239|500|1,2 Benzin 51kW|ZFA31200000631312|F-R 8351|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148508|E-Smart|E-Smart 30 kW |WME4513911K415982|B-SB 4441|30|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;MCC;STROM
148787|Astra|1,7 Diesel 81kW NAVI|W0LPC8EG0B8129370|F-R 7061|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
147963|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBD83968|F-R 8083|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148286|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29624|F-R 8870|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148695|Ka|1,2 Super 51kW|WF0UXXLTRUBY03695|F-R 9117|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148702|Ka|1,2 Super 51kW|WF0UXXLTRUBY03703|F-R 9150|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148240|500|1,2 Benzin 51kW|ZFA31200000630500|F-R 8370|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148229|500|1,2 Benzin 51kW|ZFA31200000618758|F-R 8251|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148635|Ka|1,2 Super 51kW NAVI|WF0UXXLTRUBY03686|F-R 7073|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
149034|Ka|1,2 Super 51kW NAVI|WF0UXXLTRUBJ13309|F-R 7139|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148363|C-Zero|ELEKTRO 35kW Automatik 4-Sitzer|VF71NZKZZBU900563|F-DB 126|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
148073|Mondeo|2,0 Diesel 85kW NAVI|WF0GXXGBBGBC48375|F-R 8560|85|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148242|500|1,2 Benzin 51kW|ZFA31200000631081|F-R 8378|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148276|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBE29618|F-R 8858|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148654|Ka|1,2 Super 51kW|WF0UXXLTRUBS04278|F-R 9069|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
149035|Ka|1,2 Super 51kW|WF0UXXLTRUBJ13329|F-R 7140|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148361|C-Zero|NAVI Automatik 4-Sitzer|VF71NZKZZBU901115|F-DB 208|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
148802|Astra|1,7 Diesel 81kW NAVI|W0LPC8EG9B8128430|F-R 7103|81|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;OPEL;DIESEL
148366|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJBE29627|F-R 8905|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148243|500|1,2 Benzin 51kW|ZFA31200000630420|F-R 8386|63|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148246|500|1,2 Benzin 51kW|ZFA31200000624722|F-R 8484|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
148250|500|1,2 Benzin 51kW|ZFA31200000627255|F-R 8514|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FIAT;SUPER (BENZIN)
149271|Ka|1,2 Super 51kW |WF0UXXLTRUBU20261|F-R 7253|51|Super (Benzin)|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER (BENZIN)
148442|Ka|1,2 Super 51kW|WF0UXXLTRUBL89535|F-R 9027|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148929|Boxer|2.2 Diesel 88kW |VF3YCBMFB12050591|F-R 3286|88|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;PEUGEOT;DIESEL
148360|C-Zero|ELEKTRO 35kW NAVI Automatik 4-Sitzer|VF71NZKZZBU900527|F-DB 211|35|Strom|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;CITROËN;STROM
148667|Ka|1,2 Benzin 51kW|WF0UXXLTRUBY03718|F-R 7028|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
149759|Fiesta|1,6 Diesel 70kW NAVI |WF0JXXGAJJCB21750|F-R 7368|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148640|Ka|1,2 Super 51kW|WF0UXXLTRUBY03716|F-R 7026|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
149190|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJBU17722|F-R 7218|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148632|Ka|1,2 Super 51kW NAVI|WF0UXXLTRUBY03683|F-R 7069|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148703|Ka|1,2 Super 51kW|WF0UXXLTRUBY03704|F-R 9151|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
149858|Fiesta|1,6 Diesel 70kW NAVI|WF0JXXGAJJCR50505|F-R 7411|70|Diesel|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;DIESEL
148663|Ka|1,2 Super 51kW|WF0UXXLTRUBS04288|F-R 9083|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
148664|Ka|1,2 Super 51kW|WF0UXXLTRUBS04289|F-R 9084|51|Super E10|Langzeitmiete|Flinkster (Endkd.)|DB Fuhrpark|VEHICLE;AUTO;FORD;SUPER E10
